id,col1,col2,col3,col4,col5,labels
54128,1,0,0,1,0,1
14380,0,1,0,0,2,0
6135,0,0,0,1,0,0
47593,0,0,0,1,0,1
35011,0,0,0,1,0,1
11348,0,0,0,1,0,0
37880,0,0,0,1,2,1
42412,0,0,0,1,0,1
1071,0,0,0,0,0,0
40228,0,0,1,1,1,1
42053,0,3,0,1,2,1
5276,0,0,0,0,0,0
2299,0,0,0,1,0,0
38257,0,0,0,1,2,1
2996,0,0,0,1,0,0
16004,0,0,0,1,0,0
31677,0,1,1,1,0,1
5388,0,0,0,1,0,0
13817,0,2,1,0,2,0
45750,0,0,0,1,0,1
14275,0,0,0,0,0,0
833,0,0,0,0,0,0
1040,0,0,0,0,0,0
20058,0,0,0,1,0,0
17908,0,0,0,1,0,0
33205,0,2,1,1,0,1
10335,0,0,0,1,0,0
39964,0,0,0,1,0,1
17373,0,3,1,1,2,0
799,0,0,0,0,0,0
21051,0,0,0,1,1,0
18821,0,0,0,1,1,0
25231,0,0,0,0,0,0
47005,1,0,0,1,0,1
246,0,0,0,0,0,0
52080,0,3,1,1,0,1
29774,0,0,0,1,0,1
28189,0,0,0,1,0,1
7520,0,0,0,1,0,0
31594,0,2,1,1,0,1
28993,0,0,0,1,0,1
3880,0,0,0,0,2,0
11339,0,0,0,1,0,0
50090,1,0,1,1,0,1
45366,0,3,1,1,0,1
41941,1,0,0,1,0,1
30212,0,3,1,1,2,1
50370,1,0,1,1,2,1
10655,0,0,0,1,0,0
26095,0,0,0,1,0,0
13249,0,0,0,0,0,0
36959,0,0,0,1,0,1
13206,0,3,1,1,0,0
23412,0,0,0,1,2,0
23811,0,0,0,1,2,0
7710,0,0,0,0,0,0
30215,0,0,0,1,0,1
35688,1,3,1,1,1,1
42359,0,3,0,1,2,1
5809,0,0,1,1,0,0
15919,0,0,0,0,0,0
35027,0,0,1,1,2,1
24887,0,0,0,1,0,0
18462,0,0,0,0,0,0
12276,0,0,0,1,0,0
4946,0,0,0,0,2,0
46619,0,1,0,0,0,1
13832,0,0,0,1,0,0
52496,0,1,0,1,2,1
53804,0,0,0,1,0,1
51880,0,3,0,0,0,1
31070,1,3,1,1,0,1
7884,0,1,0,0,0,0
21336,0,0,0,0,0,0
44283,0,0,0,1,0,1
23214,0,0,0,1,0,0
46407,1,0,1,1,0,1
6068,0,1,0,0,0,0
14089,0,0,0,0,0,0
25850,0,0,0,0,0,0
34283,1,0,0,1,0,1
13954,0,0,0,0,0,0
46047,0,0,0,1,0,1
50685,0,1,0,1,0,1
20928,0,0,0,0,0,0
2910,0,0,0,1,0,0
13556,1,3,1,0,1,0
50134,0,0,0,1,0,1
19311,0,0,0,1,0,0
19700,0,0,0,1,0,0
9,0,0,0,1,0,0
3928,0,0,0,0,0,0
20195,0,0,0,0,0,0
15665,0,0,0,1,0,0
9128,0,0,0,1,0,0
41493,0,3,0,0,0,1
51875,0,3,1,1,0,1
932,0,0,0,0,0,0
20789,0,3,1,1,2,0
48645,0,0,0,1,2,1
39188,0,0,0,1,0,1
42820,0,0,0,0,2,1
3314,0,3,1,1,2,0
51997,1,1,1,1,0,1
9421,0,0,0,0,0,0
41421,0,0,0,1,2,1
20246,0,0,0,1,0,0
6451,0,0,0,0,0,0
40890,0,0,0,1,0,1
39911,0,0,0,1,0,1
24296,0,0,0,0,0,0
2962,0,0,0,1,0,0
51582,0,0,1,1,0,1
4187,0,0,0,1,0,0
50401,0,0,0,1,0,1
30589,0,0,0,1,2,1
26267,1,0,0,0,0,0
6464,0,0,0,1,0,0
11839,0,0,1,1,0,0
49393,0,3,1,1,0,1
43368,0,0,0,1,0,1
1871,0,0,0,0,0,0
14120,0,0,0,1,0,0
3473,0,0,1,1,0,0
34624,0,2,0,1,0,1
3588,0,0,0,1,0,0
48159,0,1,0,1,2,1
2238,0,0,1,1,0,0
48651,0,3,1,1,2,1
18873,0,0,0,0,0,0
48621,1,0,0,1,2,1
40754,0,3,1,1,0,1
29898,0,3,0,1,0,1
6912,0,2,1,1,0,0
2388,0,0,0,0,0,0
1764,0,0,0,0,0,0
40473,0,0,0,1,0,1
53617,0,1,0,1,0,1
10885,0,0,0,0,0,0
53551,0,2,0,1,0,1
19035,0,0,0,0,0,0
18019,0,0,0,1,0,0
27152,0,0,0,0,0,0
44939,0,2,0,1,0,1
38403,1,2,1,1,0,1
9927,0,0,0,0,0,0
39896,0,0,0,1,0,1
49760,0,2,1,1,0,1
53149,0,0,0,0,0,1
15323,0,0,0,1,0,0
33147,0,0,0,0,0,1
16336,0,0,0,0,0,0
23591,0,0,0,0,0,0
45373,0,3,0,1,2,1
30830,0,3,1,1,0,1
9206,0,0,0,0,0,0
32867,0,0,1,1,2,1
4636,0,0,0,0,0,0
25668,1,0,0,0,0,0
2948,0,0,0,1,0,0
38258,0,0,0,1,0,1
45929,0,2,0,1,2,1
52857,0,0,0,1,0,1
11552,0,0,0,0,0,0
28401,1,3,1,1,2,1
31237,1,0,0,1,0,1
40332,1,0,1,1,0,1
6722,0,0,0,1,0,0
41915,0,0,0,1,0,1
17118,0,0,0,0,0,0
10617,0,0,0,1,0,0
2254,0,0,0,1,0,0
6611,0,1,0,1,0,0
8786,0,0,0,0,3,0
54456,0,0,1,1,0,1
40442,0,3,1,1,2,1
14735,0,0,0,1,1,0
21046,0,3,0,1,0,0
39827,0,0,0,1,2,1
2609,0,0,0,0,0,0
6517,0,3,0,1,0,0
36558,0,0,0,1,0,1
47258,0,0,0,1,0,1
52175,1,3,1,1,0,1
33376,0,0,1,1,2,1
3390,1,1,1,1,2,0
46565,1,1,1,1,0,1
20451,0,2,1,1,0,0
1733,0,0,0,1,0,0
3933,0,0,0,0,0,0
12255,0,0,0,1,2,0
29433,0,1,1,1,0,1
24324,0,0,0,1,0,0
40303,0,0,0,1,0,1
36806,0,0,0,1,2,1
36140,0,0,0,1,2,1
40527,0,0,0,1,2,1
12753,0,0,0,1,0,0
53052,1,2,1,0,2,1
32847,1,2,0,1,0,1
45183,0,0,1,1,0,1
8329,0,1,0,0,0,0
16640,0,0,1,1,0,0
44993,0,0,0,1,0,1
26953,0,0,0,0,0,0
41307,0,0,1,1,2,1
3626,0,0,0,0,3,0
31851,0,0,0,1,2,1
48093,0,0,0,1,0,1
40011,0,0,0,1,0,1
3879,0,0,0,1,0,0
27580,0,0,1,1,0,1
21734,1,0,0,1,2,0
36243,0,0,0,1,0,1
13278,0,0,0,1,0,0
26356,0,0,0,1,0,0
30209,0,0,0,1,0,1
516,0,0,0,0,0,0
24683,0,0,0,1,2,0
24017,0,0,0,0,0,0
35891,0,3,1,1,2,1
1846,0,0,0,0,0,0
45310,0,0,0,1,0,1
33450,0,0,0,1,2,1
51454,0,0,0,1,0,1
43879,0,0,0,1,2,1
28156,0,0,0,1,2,1
15193,0,0,0,0,0,0
33167,0,0,1,1,0,1
25994,0,0,1,1,0,0
25450,0,0,1,1,2,0
14822,0,0,0,1,2,0
51105,0,0,0,1,0,1
8644,0,0,0,0,0,0
250,0,0,0,1,0,0
40,0,1,0,0,0,0
10887,0,0,0,1,0,0
27859,0,3,1,1,0,1
40593,0,0,1,1,2,1
15944,0,0,1,1,0,0
14151,1,0,0,1,0,0
13770,0,0,0,0,0,0
19725,0,0,1,1,0,0
31693,0,1,1,1,2,1
7814,0,3,1,1,2,0
2845,0,0,0,1,0,0
16111,0,0,0,1,0,0
20688,0,0,1,0,0,0
46243,0,0,0,1,0,1
43063,0,0,0,1,0,1
5540,0,0,0,0,0,0
41443,0,1,0,1,0,1
8421,0,0,0,0,0,0
23221,0,0,0,1,0,0
25729,0,0,0,0,0,0
20504,1,0,0,1,0,0
29308,0,2,1,0,2,1
16593,0,0,0,0,0,0
44648,0,1,0,1,0,1
14852,0,0,0,0,0,0
43363,0,3,1,0,0,1
28653,0,0,0,1,0,1
48849,0,0,0,1,0,1
34321,1,0,1,1,2,1
21020,0,0,0,1,0,0
3474,0,3,1,1,0,0
28658,0,1,1,1,2,1
10707,0,0,0,1,0,0
47435,0,2,1,0,2,1
13162,0,0,0,0,0,0
50289,0,0,0,0,0,1
14879,0,0,0,0,0,0
31464,0,0,1,1,0,1
42108,1,3,1,1,0,1
17473,0,0,0,1,0,0
51292,1,3,1,1,0,1
47641,0,0,0,1,0,1
5360,1,0,0,1,0,0
34294,0,0,0,1,0,1
39945,0,1,0,0,3,1
30438,0,1,1,1,2,1
5125,0,0,0,1,0,0
1414,0,3,0,1,0,0
20410,0,0,0,1,0,0
41312,0,0,0,1,0,1
53468,1,1,0,1,0,1
46524,0,0,0,1,2,1
40418,0,3,0,1,2,1
25452,0,0,0,1,0,0
23460,0,0,0,0,0,0
26475,0,0,0,0,0,0
54255,0,0,0,1,2,1
20852,0,1,0,0,0,0
728,0,0,0,1,0,0
8999,0,0,0,0,0,0
6624,0,0,0,1,0,0
51650,0,2,0,1,2,1
23772,0,0,0,0,2,0
21750,0,0,0,1,0,0
19610,0,0,0,0,0,0
26094,0,0,0,0,0,0
15002,0,0,0,1,2,0
8404,0,0,0,1,0,0
5770,0,0,0,1,0,0
15921,0,3,1,1,0,0
48534,0,0,0,1,2,1
50933,0,3,1,1,0,1
21710,0,1,1,0,0,0
41085,0,0,0,1,0,1
53903,0,0,0,1,0,1
16042,0,0,0,1,0,0
18385,0,0,0,1,0,0
38747,0,0,0,1,0,1
15888,0,0,0,1,0,0
18111,0,0,0,0,0,0
53279,0,0,1,1,0,1
33789,0,0,0,1,2,1
13538,0,0,0,1,0,0
51487,0,0,0,1,0,1
46901,0,0,0,1,0,1
36403,1,3,1,1,1,1
36223,0,3,1,0,2,1
43353,0,0,1,1,0,1
46782,0,0,0,1,0,1
16706,0,0,0,1,0,0
44682,0,2,0,1,0,1
18479,0,0,0,1,0,0
51713,0,3,1,1,0,1
17832,0,1,1,0,0,0
23291,0,0,0,0,2,0
31134,0,2,1,1,0,1
22203,0,0,0,1,0,0
5882,0,0,0,0,0,0
18958,0,0,1,0,0,0
8365,0,0,1,1,0,0
37834,0,3,1,1,0,1
2601,0,0,0,1,0,0
49866,0,0,0,1,0,1
44359,0,3,1,1,1,1
22406,0,0,0,1,0,0
36551,0,0,0,1,0,1
25195,0,1,0,1,0,0
47107,0,0,0,1,0,1
18382,0,0,0,0,0,0
27656,0,0,0,0,0,1
35862,0,0,1,1,0,1
7808,0,0,0,0,0,0
54266,0,0,0,1,0,1
21531,0,0,0,0,0,0
45044,0,3,1,1,0,1
35754,0,0,0,1,2,1
21708,0,0,0,1,0,0
50589,1,0,0,1,2,1
29501,1,0,0,1,0,1
47809,0,0,0,1,0,1
23713,0,0,0,1,0,0
4553,0,0,0,0,0,0
10733,0,0,0,0,0,0
25489,0,0,0,1,0,0
41772,0,3,1,1,2,1
22185,0,0,0,1,0,0
8014,0,3,1,1,0,0
14065,0,0,0,1,0,0
26477,0,0,0,1,0,0
26018,0,0,0,0,0,0
4983,0,0,0,0,0,0
51334,0,0,1,1,0,1
4761,0,3,1,1,2,0
1387,0,0,0,1,2,0
2554,0,0,0,0,0,0
43928,0,0,0,1,0,1
21842,0,0,0,1,2,0
5700,0,0,0,1,0,0
24421,0,0,0,1,0,0
25956,0,0,0,0,0,0
50299,0,0,1,1,0,1
38899,0,0,0,1,0,1
16493,0,0,0,0,0,0
27691,0,0,1,1,0,1
10312,0,0,0,1,0,0
13766,0,0,0,1,0,0
1759,0,0,0,1,0,0
25933,0,0,0,0,0,0
27620,0,0,0,1,2,1
6427,0,0,0,1,0,0
50998,0,0,0,0,0,1
8857,0,0,0,0,0,0
13290,0,0,0,0,0,0
5517,0,3,0,0,0,0
12230,0,0,0,0,0,0
7454,0,0,0,0,0,0
30758,0,0,1,1,0,1
24671,0,0,0,0,0,0
51496,0,0,0,1,0,1
10303,0,0,0,1,2,0
10803,0,0,0,1,0,0
2929,0,0,1,1,2,0
27030,0,0,0,0,0,0
34792,0,0,1,1,0,1
37419,1,3,1,1,0,1
49897,0,0,1,1,2,1
12024,0,0,0,0,0,0
15203,0,0,1,0,0,0
30219,0,0,0,1,0,1
51963,0,0,0,0,2,1
49749,1,1,0,1,0,1
38245,0,0,1,1,0,1
35662,0,3,1,0,0,1
28380,0,0,0,1,0,1
41428,0,0,1,1,0,1
51067,0,0,0,0,0,1
28425,0,3,1,1,0,1
11887,0,0,0,1,0,0
538,0,0,0,1,0,0
17781,0,0,0,1,0,0
2400,0,0,0,0,0,0
8462,0,0,0,0,0,0
33641,0,0,1,1,0,1
51682,0,0,0,0,2,1
7493,0,0,0,1,0,0
26251,0,0,0,1,0,0
26038,0,0,0,1,0,0
34388,0,0,1,1,2,1
32204,0,3,1,1,0,1
33890,1,0,1,1,0,1
14627,0,0,1,1,0,0
34638,0,3,0,1,0,1
28120,0,0,0,1,0,1
37233,1,0,0,1,0,1
17016,0,0,0,1,2,0
46535,0,1,0,1,0,1
17733,0,0,0,0,0,0
46522,0,0,0,1,0,1
16275,0,0,0,0,0,0
11758,0,0,0,0,0,0
30591,0,0,0,1,2,1
18394,0,0,0,0,3,0
17099,0,0,0,0,0,0
8770,0,0,0,1,0,0
46297,0,0,0,1,0,1
52973,0,3,1,1,2,1
53372,0,3,1,0,0,1
2881,0,0,0,1,0,0
42571,0,0,0,1,2,1
27632,0,0,1,1,0,1
18293,0,0,0,1,0,0
18502,0,0,0,0,0,0
29849,0,2,0,1,0,1
19885,0,0,0,1,0,0
39642,0,0,0,1,0,1
48877,0,0,0,1,0,1
17760,0,0,0,0,0,0
23656,0,0,0,0,0,0
21634,0,0,0,1,0,0
45439,1,1,1,1,2,1
2878,0,0,1,1,0,0
1564,0,0,0,0,0,0
23054,0,0,0,1,0,0
37961,1,2,0,1,2,1
47198,0,2,1,1,0,1
39363,0,1,1,1,0,1
26142,0,0,0,0,0,0
23454,0,0,0,1,0,0
12812,0,0,0,1,0,0
11401,1,0,0,1,0,0
40374,0,0,0,1,0,1
25229,0,0,0,0,0,0
10391,0,0,0,1,0,0
39843,0,0,0,1,0,1
21310,0,0,0,1,0,0
42721,0,0,1,1,2,1
7675,0,0,0,1,0,0
33297,0,1,1,1,0,1
12226,0,0,0,0,0,0
15238,0,1,0,0,0,0
34032,0,0,1,1,2,1
48940,0,0,1,1,0,1
45478,0,2,1,1,2,1
10619,0,0,0,1,0,0
54100,0,0,0,1,0,1
5662,0,0,0,0,0,0
54582,0,0,0,1,2,1
37608,0,0,0,1,0,1
28800,0,0,0,1,0,1
53304,0,0,0,1,2,1
31587,0,0,0,0,0,1
34644,0,0,0,1,0,1
24437,0,0,0,1,0,0
41251,1,1,1,1,0,1
53478,0,0,1,1,2,1
44785,0,0,0,1,0,1
41372,0,0,0,1,2,1
27560,0,0,0,1,0,1
17737,0,0,0,0,0,0
5712,0,2,1,1,0,0
5178,0,2,1,1,0,0
46730,0,1,0,0,2,1
32918,0,0,0,1,1,1
29792,0,0,0,1,0,1
21512,0,0,0,1,0,0
39477,0,0,0,0,0,1
8321,0,2,0,0,1,0
8554,0,0,0,1,2,0
49395,0,3,0,1,0,1
26516,0,0,0,0,0,0
18908,0,0,0,1,0,0
48680,1,2,1,1,2,1
50039,0,0,0,1,0,1
13460,0,0,0,0,0,0
16694,0,0,0,0,0,0
28272,1,0,1,1,2,1
20413,0,0,0,1,2,0
12190,0,0,0,0,0,0
7096,0,0,0,1,0,0
45860,1,0,0,1,2,1
42956,0,0,1,1,2,1
6741,0,0,0,0,0,0
18521,0,0,0,0,0,0
20798,0,0,0,1,0,0
41329,0,0,0,1,0,1
35006,0,3,0,1,0,1
22054,0,0,0,1,0,0
14412,0,0,0,1,2,0
24012,0,0,0,0,0,0
47301,0,0,0,1,2,1
46580,0,0,0,1,0,1
25818,0,0,0,1,0,0
52058,0,1,0,1,0,1
1646,0,0,0,0,0,0
42318,0,0,0,1,0,1
32575,0,0,0,0,0,1
45240,0,1,0,0,1,1
32439,1,0,0,1,0,1
13517,0,0,0,1,0,0
20605,0,0,0,1,0,0
36762,0,3,1,1,2,1
15363,0,0,0,1,0,0
37640,0,1,0,0,0,1
31297,0,0,0,1,0,1
10269,0,0,0,0,0,0
9101,0,3,0,0,0,0
45364,0,0,0,1,2,1
12729,0,0,0,1,0,0
40711,0,0,0,0,2,1
29230,0,0,1,1,2,1
4149,0,0,0,1,0,0
31448,0,0,0,1,2,1
27903,0,3,1,1,2,1
7784,0,0,0,0,0,0
7295,0,0,0,1,0,0
39429,0,0,0,1,0,1
49958,0,0,0,1,2,1
20630,0,0,0,0,0,0
6654,0,0,0,0,0,0
2043,0,3,0,1,0,0
35354,1,0,0,1,0,1
4348,0,0,0,1,0,0
15900,0,0,0,1,0,0
13604,0,0,0,0,0,0
25980,0,0,0,1,0,0
16367,0,3,1,1,2,0
22632,0,0,0,0,0,0
33932,1,0,1,1,0,1
43108,0,3,1,1,2,1
37402,0,0,0,1,2,1
20561,0,0,0,1,0,0
33984,0,0,0,1,0,1
44050,0,3,1,1,2,1
47747,0,1,1,0,0,1
29018,0,0,0,1,0,1
25150,0,0,0,0,0,0
34061,0,3,0,0,0,1
13879,0,0,0,0,0,0
5622,0,0,1,1,0,0
37137,0,0,0,1,0,1
48292,0,0,0,1,0,1
17654,0,0,0,0,0,0
7655,0,0,0,1,0,0
27923,0,0,0,1,0,1
1323,0,0,1,1,0,0
6441,0,0,0,0,0,0
17714,0,0,0,1,0,0
14808,0,0,0,1,2,0
7760,0,0,0,1,0,0
33374,0,1,0,0,0,1
17095,0,0,1,1,0,0
34495,0,3,1,1,0,1
53348,0,0,0,1,0,1
52190,0,3,0,1,0,1
6994,0,0,0,0,0,0
45395,0,2,1,1,2,1
49093,1,0,0,1,0,1
33076,0,0,0,1,0,1
50554,0,0,1,1,0,1
11717,0,0,0,0,0,0
38647,1,2,1,1,2,1
749,0,0,0,0,0,0
24245,0,0,0,1,0,0
54640,0,2,0,1,1,1
6369,0,0,0,0,0,0
8919,0,0,0,1,0,0
6272,0,0,0,1,0,0
21515,0,0,0,0,0,0
13178,0,3,0,0,0,0
13293,0,0,0,1,0,0
14315,0,2,1,1,0,0
10084,0,0,0,1,0,0
35731,0,0,0,1,0,1
46863,0,1,1,0,0,1
9606,0,0,0,1,0,0
52501,0,0,0,1,1,1
17736,0,0,1,1,0,0
24692,0,0,0,0,0,0
32904,1,3,1,1,2,1
26965,1,0,0,1,0,0
19145,0,0,0,1,0,0
42371,1,3,1,1,0,1
44734,0,0,0,1,0,1
28341,0,0,1,1,0,1
13999,0,0,0,1,0,0
11241,0,1,0,0,0,0
42896,0,0,1,1,0,1
25441,0,0,0,1,0,0
18112,0,2,1,1,0,0
34317,0,1,0,0,2,1
51219,0,0,0,1,0,1
20226,0,0,0,1,0,0
53451,0,0,0,1,0,1
35681,0,0,0,1,0,1
42592,0,0,0,1,2,1
21115,0,2,0,1,0,0
15288,0,0,1,1,2,0
19646,0,0,0,1,0,0
51856,0,2,1,1,2,1
9818,0,0,0,1,0,0
46249,0,3,1,0,2,1
3838,0,0,0,0,0,0
20910,0,0,0,0,0,0
28701,0,3,1,1,0,1
12501,0,0,1,1,0,0
30151,1,3,1,1,0,1
20958,0,0,0,0,0,0
16459,0,0,0,0,0,0
36830,0,3,1,1,0,1
31735,0,0,0,1,0,1
45168,1,0,0,1,0,1
836,0,0,0,1,0,0
12972,0,0,0,0,0,0
16511,0,0,0,1,0,0
12028,0,0,0,0,0,0
12882,0,0,0,1,0,0
12161,0,0,0,0,0,0
50576,0,0,0,1,0,1
38264,0,3,1,1,2,1
17059,0,0,0,1,0,0
33848,0,1,0,1,2,1
45385,0,3,1,1,0,1
45159,1,0,0,1,2,1
22659,0,0,0,1,0,0
22298,0,0,0,0,0,0
37787,0,0,0,1,2,1
21956,0,0,0,1,0,0
41145,0,0,0,0,0,1
16175,0,3,0,1,0,0
8521,0,0,0,1,0,0
48503,0,0,0,1,2,1
7716,0,0,0,1,0,0
37878,0,0,0,0,0,1
53504,0,3,1,1,0,1
17556,0,0,0,0,0,0
6276,0,0,0,1,0,0
13355,0,3,0,0,0,0
45491,1,0,1,1,0,1
49494,0,3,1,1,2,1
38242,0,0,0,1,2,1
739,0,0,0,0,0,0
1247,0,0,0,0,0,0
8769,0,0,0,1,0,0
33982,0,0,0,1,0,1
35123,0,0,0,1,0,1
3851,0,0,0,0,0,0
27752,0,3,1,1,2,1
54716,0,0,0,1,0,1
9474,0,0,0,1,0,0
33421,0,0,1,1,2,1
40809,0,0,0,1,0,1
44237,0,3,1,1,2,1
33523,0,0,0,1,2,1
24358,0,0,0,0,0,0
47520,0,2,0,1,0,1
32138,0,0,0,1,0,1
45353,0,0,1,1,2,1
13055,0,2,0,1,0,0
30289,0,0,0,1,2,1
53292,0,2,0,1,0,1
35948,0,3,0,1,2,1
13138,0,0,0,1,0,0
27121,0,0,0,1,0,0
46876,0,0,0,1,0,1
29684,0,2,1,1,0,1
24626,0,0,0,1,0,0
52340,0,0,0,1,0,1
4164,0,0,0,1,0,0
28964,0,0,0,1,2,1
101,0,0,1,1,0,0
12578,0,0,0,1,0,0
26310,0,0,0,1,2,0
23896,0,0,0,0,2,0
53253,1,2,1,1,2,1
46101,0,1,1,1,2,1
33019,0,0,0,1,0,1
29893,0,0,0,1,0,1
17308,0,0,0,1,0,0
21820,0,0,0,0,0,0
38505,0,0,0,1,0,1
35822,0,3,1,1,0,1
26200,0,0,0,1,0,0
30077,0,0,0,1,2,1
38578,0,1,1,1,0,1
13849,0,0,1,1,0,0
36202,0,3,1,1,0,1
32080,0,0,0,1,0,1
14010,0,0,0,1,0,0
13718,0,0,0,1,0,0
36146,1,3,1,1,2,1
31044,0,0,0,1,0,1
14664,0,0,0,0,0,0
7549,0,0,0,0,0,0
20501,0,0,0,0,0,0
4816,0,3,1,1,0,0
43259,0,0,0,1,0,1
18643,0,0,0,0,0,0
54388,1,3,1,1,0,1
43171,0,0,0,1,0,1
40146,0,0,0,1,0,1
53991,0,0,1,1,2,1
14422,0,0,0,1,0,0
19491,0,0,0,1,0,0
8870,0,0,0,0,2,0
1529,0,0,1,1,0,0
22720,0,0,0,1,0,0
12603,0,0,0,1,0,0
16497,0,0,0,1,0,0
40698,1,3,1,1,2,1
0,0,0,0,1,0,0
3498,0,0,0,1,0,0
10427,0,0,0,0,0,0
45384,0,0,0,1,0,1
46020,0,0,0,1,0,1
27500,0,0,1,1,0,1
17046,0,1,0,1,0,0
21063,0,2,0,0,0,0
12274,0,0,0,1,2,0
27,0,0,0,1,0,0
5717,0,0,0,1,0,0
6620,0,3,0,1,0,0
41902,0,3,0,1,0,1
562,0,0,1,0,0,0
35166,0,1,0,1,0,1
25530,0,0,0,1,0,0
25340,0,0,0,0,0,0
37816,0,2,0,1,0,1
51112,0,3,1,1,2,1
49476,0,0,0,1,0,1
8878,0,0,1,1,0,0
42281,1,3,1,1,2,1
40001,0,0,1,1,2,1
7931,0,3,1,0,0,0
24442,0,0,0,0,2,0
53776,0,2,1,1,0,1
41073,1,2,1,1,0,1
35568,0,3,0,1,0,1
12921,0,0,0,0,0,0
5823,0,0,1,1,2,0
32572,0,0,1,1,2,1
6258,0,0,1,1,2,0
38703,0,1,1,1,0,1
36201,0,0,0,1,0,1
43225,0,3,1,1,0,1
34873,0,0,1,1,2,1
33793,0,0,0,1,0,1
24111,0,0,0,1,0,0
35313,1,3,1,1,0,1
13269,0,0,0,0,0,0
44505,0,0,0,1,2,1
13868,0,0,0,1,0,0
21286,0,0,0,1,0,0
44701,0,0,0,1,2,1
52314,0,0,0,1,0,1
6495,0,0,0,1,0,0
43008,0,0,0,1,0,1
31856,0,2,1,1,0,1
19467,0,0,0,0,0,0
1185,0,0,0,0,0,0
41033,1,1,1,1,0,1
47739,0,0,0,1,0,1
33948,0,0,1,1,2,1
48205,0,0,1,1,2,1
13953,0,0,0,1,0,0
43322,1,2,1,1,0,1
35317,0,0,0,1,0,1
253,0,3,1,1,2,0
37770,0,0,0,1,0,1
49287,0,2,0,1,0,1
11331,0,0,0,0,0,0
19568,0,0,0,1,0,0
38263,0,0,0,1,0,1
31443,0,0,1,1,1,1
734,0,3,1,1,0,0
8470,0,0,0,0,0,0
53805,0,0,0,1,2,1
15499,0,0,0,1,0,0
16514,0,0,0,1,0,0
2481,0,0,0,0,0,0
44994,1,0,1,1,0,1
36057,0,2,0,0,0,1
19685,0,0,0,0,0,0
22864,0,0,0,0,0,0
44794,0,3,0,1,0,1
21033,0,0,0,0,0,0
33036,0,0,0,1,2,1
28280,0,3,0,1,0,1
44570,0,0,0,1,2,1
22614,0,0,0,0,0,0
47800,0,0,0,1,0,1
47542,1,0,1,1,0,1
29477,0,0,1,1,0,1
43577,1,3,0,1,0,1
14059,0,0,0,0,0,0
25714,0,1,0,0,0,0
3553,0,0,0,1,0,0
4129,0,0,0,1,0,0
35219,0,0,0,1,0,1
6067,0,0,0,1,0,0
19430,0,0,0,1,0,0
33108,0,0,0,1,0,1
20603,0,0,0,0,0,0
1600,0,0,0,1,2,0
16237,0,0,0,0,0,0
19643,0,0,0,0,0,0
10589,0,0,0,1,0,0
28281,0,3,1,1,0,1
22563,0,0,0,0,0,0
29351,1,0,1,1,2,1
18833,0,0,0,0,0,0
54739,0,0,0,1,2,1
32811,0,0,0,0,0,1
12366,0,3,1,1,0,0
53869,1,0,0,1,2,1
5,0,0,0,0,0,0
44806,0,2,0,0,0,1
17822,0,3,0,0,0,0
7184,0,0,0,0,0,0
32853,0,0,1,1,2,1
14672,0,0,0,1,0,0
15889,0,0,0,1,0,0
23304,0,0,0,0,2,0
39672,0,0,0,1,2,1
10641,0,0,1,1,0,0
21565,0,0,0,0,2,0
9017,0,0,1,1,2,0
47721,0,0,0,1,0,1
24062,0,0,0,0,0,0
17002,0,0,1,1,0,0
17826,0,0,0,0,0,0
5530,0,0,0,0,0,0
18455,0,3,1,1,0,0
31577,0,3,1,1,2,1
53852,0,0,1,1,2,1
8336,0,0,0,0,0,0
14084,0,0,0,0,0,0
30755,0,1,1,1,0,1
17684,0,0,0,1,2,0
21724,0,0,0,0,0,0
15407,0,0,0,0,0,0
44687,0,0,0,1,0,1
30715,1,3,1,1,0,1
21946,0,3,1,1,0,0
46292,0,0,0,1,0,1
26640,0,0,0,0,0,0
49061,0,0,0,1,0,1
1161,0,0,0,1,0,0
45787,0,2,1,1,1,1
33842,0,0,0,1,2,1
37743,0,2,0,1,0,1
53098,1,0,0,1,2,1
23580,0,0,0,0,0,0
22635,0,0,0,1,2,0
30847,0,0,0,1,0,1
4163,0,1,0,0,0,0
51397,0,2,1,1,0,1
53457,0,0,0,1,0,1
34801,0,0,0,1,0,1
46654,1,1,1,1,0,1
44353,0,0,0,1,3,1
41736,0,0,1,1,0,1
35706,0,0,0,0,0,1
2880,0,0,0,0,0,0
630,0,0,0,1,2,0
26959,0,0,0,0,0,0
49267,0,0,0,1,2,1
32693,1,1,0,1,0,1
28174,0,2,1,1,2,1
447,0,0,0,0,0,0
37084,1,3,1,1,0,1
44426,0,3,0,1,0,1
39273,0,0,0,1,0,1
39796,0,0,0,1,0,1
53767,0,0,0,1,0,1
4109,0,0,0,1,0,0
32442,0,2,1,1,2,1
11900,0,1,1,1,0,0
42756,0,1,1,1,0,1
47632,1,0,0,1,0,1
25328,0,2,1,1,0,0
51144,0,0,0,1,0,1
41753,0,0,0,1,2,1
12944,0,0,0,0,0,0
50717,0,0,0,1,0,1
5908,0,0,1,1,0,0
6449,0,0,0,0,0,0
4612,0,0,0,1,0,0
7978,0,2,0,1,2,0
9387,0,0,1,1,2,0
1749,0,0,0,1,0,0
15802,0,0,0,1,0,0
27408,0,3,1,1,2,1
2305,0,0,0,1,0,0
16279,0,3,0,1,2,0
10863,0,1,0,1,0,0
34060,0,0,1,1,0,1
5160,0,0,0,0,0,0
42409,0,0,0,0,0,1
