id,col1,col2,col3,col4,col5,labels
31779,1,0,0,1,0,1
9213,0,0,0,0,0,0
52718,0,0,0,1,0,1
48091,0,0,0,1,0,1
36851,0,2,1,1,0,1
18720,0,0,0,1,0,0
39376,0,0,1,0,1,1
12546,0,0,0,1,0,0
2856,0,0,0,1,0,0
9462,0,0,0,0,0,0
53841,0,2,1,1,2,1
6075,0,0,0,1,0,0
36061,0,3,0,0,0,1
35385,0,0,0,1,1,1
28013,0,0,0,1,0,1
52219,1,0,0,1,0,1
33001,1,0,0,1,0,1
27163,0,0,0,1,0,0
40746,1,0,0,1,0,1
25233,0,0,1,1,0,0
11529,0,0,0,1,0,0
48377,0,0,0,1,0,1
29372,0,0,1,1,0,1
50566,0,3,1,1,0,1
2868,0,0,1,1,0,0
2415,0,0,0,1,0,0
2282,0,0,0,0,0,0
13814,0,0,0,1,0,0
52022,0,0,0,1,1,1
31955,0,0,1,1,0,1
28999,0,0,0,1,0,1
5593,0,0,0,1,0,0
30851,0,0,0,1,0,1
3937,0,0,0,0,0,0
1825,0,0,0,1,0,0
11782,0,0,0,0,0,0
37786,1,3,0,1,0,1
10628,0,0,0,1,0,0
46599,1,3,1,1,2,1
26386,0,0,0,0,0,0
42221,1,0,0,0,2,1
28132,0,1,1,1,0,1
32844,0,0,1,1,0,1
23337,0,0,0,0,0,0
19295,0,0,0,1,0,0
47810,1,0,0,1,2,1
37823,0,0,0,1,2,1
19028,0,0,0,0,0,0
35619,0,0,0,1,0,1
22933,0,0,0,1,0,0
18202,0,0,0,1,0,0
41067,0,2,1,1,2,1
7665,0,0,0,1,0,0
14336,0,0,0,1,0,0
23422,0,0,0,1,0,0
42002,0,0,0,1,2,1
37354,1,3,0,1,0,1
41154,0,0,1,1,2,1
29071,0,0,0,0,0,1
45844,0,3,0,1,0,1
52850,0,0,1,1,2,1
5210,0,0,0,0,0,0
28785,0,3,1,1,2,1
37904,0,0,0,1,0,1
46718,0,0,0,0,0,1
33937,0,0,1,1,0,1
30461,0,0,0,1,0,1
16281,0,0,0,1,0,0
54595,1,3,1,1,1,1
30514,0,0,0,1,0,1
37623,0,0,0,1,0,1
15792,0,0,0,1,0,0
37467,0,0,0,1,2,1
30249,0,3,1,1,0,1
22223,0,0,0,0,0,0
51620,1,3,1,1,0,1
5808,0,0,0,1,0,0
52408,0,3,1,1,0,1
37085,0,0,0,1,2,1
16860,0,0,0,0,0,0
37751,0,0,0,1,0,1
27803,0,0,0,0,0,1
44791,1,1,1,1,0,1
33886,0,3,1,1,0,1
24058,0,0,0,0,0,0
25988,0,0,0,1,0,0
53534,0,2,1,1,0,1
14712,0,0,0,0,0,0
52840,0,0,1,1,0,1
35960,0,2,1,1,0,1
39084,0,0,0,1,0,1
48720,0,0,0,0,0,1
450,0,0,0,1,0,0
26937,0,0,0,0,0,0
50952,0,0,0,1,0,1
19662,0,0,0,1,0,0
34557,0,0,0,1,0,1
29752,0,0,0,1,2,1
32444,0,0,0,1,0,1
51106,0,0,0,1,0,1
32661,1,1,0,1,2,1
33100,0,0,1,1,2,1
27270,0,0,0,1,0,0
20736,0,0,0,0,0,0
39003,0,1,0,1,0,1
